"","Package","Function","Valgrind_Issue","Issued_Files","exported"
"502","elo","eloWinPct","Use of uninitialised value of size 8","winPct.cpp : 23",FALSE
"503","energy","Btree_sum","53 bytes in 1 blocks are possibly lost in loss record 26 of 1,352","B-tree.cpp : 38",FALSE
"504","energy","D_center","Invalid read of size 8","centering.cpp : 30",FALSE
"505","energy","dcovU_stats","Conditional jump or move depends on uninitialised value(s)","dcovU.cpp : 28",FALSE
"506","energy","partial_dcor","Invalid read of size 8","centering.cpp : 63",FALSE
"507","energy","partial_dcov","Invalid read of size 8","centering.cpp : 63",FALSE
"508","energy","projection","Invalid read of size 8","centering.cpp : 63",FALSE
"509","equateMultiple","ipfRcpp","Invalid read of size 8","src/EqMult.cpp : 680",FALSE
"510","eseis","stalta_event_freeze","Invalid read of size 8","src/stalta_event_freeze.cpp : 20",FALSE
"511","exceedProb","pnct","31 bytes in 1 blocks are definitely lost in loss record 19 of 1,353","pnct.cpp : 19",TRUE
"512","expperm","BG_cpp","Invalid read of size 8","BG.cpp : 9",FALSE
"513","expperm","brute_cpp","Invalid read of size 8","brute.cpp : 15",FALSE
"514","expperm","ryser_cpp","Invalid read of size 8","ryser.cpp : 29",FALSE
"515","factorcpt","func_input","Invalid read of size 8","src/input.cpp : 210",TRUE
"516","fad","colSumSq","Conditional jump or move depends on uninitialised value(s)","utils.cpp : 97",FALSE
"517","fastAdaboost","calculate_test_error_","Conditional jump or move depends on uninitialised value(s)","calculate_test_error.cpp : 12",FALSE
"518","fbroc","add_roc_points","Invalid read of size 8","disc_roc.cpp : 12",FALSE
"519","fbroc","fpr_at_tpr_cached","53 bytes in 1 blocks are possibly lost in loss record 26 of 1,262","interface.single.cpp : 89",FALSE
"520","fbroc","get_cached_perf_paired","53 bytes in 1 blocks are possibly lost in loss record 26 of 1,354","interface.paired.cpp : 62",FALSE
"521","fbroc","get_uncached_perf","Conditional jump or move depends on uninitialised value(s)","roc.cpp : 281",FALSE
"522","fbroc","get_uncached_perf_paired","Conditional jump or move depends on uninitialised value(s)","roc.cpp : 281",FALSE
"523","fbroc","paired_roc_analysis","Conditional jump or move depends on uninitialised value(s)","roc.cpp : 64",FALSE
"524","fbroc","roc_analysis","Invalid read of size 4","roc.cpp : 281",FALSE
"525","fbroc","tpr_fpr_boot","Conditional jump or move depends on uninitialised value(s)","roc.cpp : 281",FALSE
"526","fbroc","tpr_fpr_boot_paired","Conditional jump or move depends on uninitialised value(s)","roc.cpp : 64",FALSE
"527","ffstream","combineTwoOneSidedPvaluesRcpp","39 bytes in 1 blocks are possibly lost in loss record 21 of 1,352","utilsRcpp.cpp : 23",FALSE
"528","ffstream","computeOneSidedPvalueRcpp","39 bytes in 1 blocks are possibly lost in loss record 21 of 1,353","utilsRcpp.cpp : 12",FALSE
"529","ffstream","computeStdNormCdf","39 bytes in 1 blocks are possibly lost in loss record 21 of 1,351","utilsRcpp.cpp : 57",FALSE
"530","ffstream","computeTwoSidedPvalueRcpp","39 bytes in 1 blocks are possibly lost in loss record 21 of 1,353","utilsRcpp.cpp : 46",FALSE
"531","ffstream","convertPvalueToCorrectSideRcpp","38 bytes in 1 blocks are possibly lost in loss record 21 of 1,350","utilsRcpp.cpp : 35",FALSE
"532","ffstream","cpp_detectCUSUMMeanMultiple","Invalid write of size 4","detector.cpp : 157",FALSE
"533","ffstream","cpp_detectEWMAMeanMultiple","Invalid write of size 4","detector.cpp : 157",FALSE
"534","ffstream","makeTwoSidedPvalueOneSidedR","39 bytes in 1 blocks are possibly lost in loss record 21 of 1,351","utilsRcpp.cpp : 66",FALSE
"535","fixest","cpp_find_duplicates","Conditional jump or move depends on uninitialised value(s)","misc_funs.cpp : 661",FALSE
"536","fixest","cpp_ssq","Invalid read of size 8","misc_funs.cpp : 559",FALSE
"537","fixest","cpp_table","58 bytes in 1 blocks are possibly lost in loss record 31 of 1,264","misc_funs.cpp : 213",FALSE
"538","fixest","cpp_tapply_sum","Invalid read of size 8","misc_funs.cpp : 172",FALSE
"539","fixest","cpp_tapply_vsum","60 bytes in 1 blocks are possibly lost in loss record 31 of 1,265","misc_funs.cpp : 194",FALSE
"540","fixest","get_n_cells","Conditional jump or move depends on uninitialised value(s)","convergence.cpp : 1215",FALSE
"541","flam","calcsum","Conditional jump or move depends on uninitialised value(s)","fit.cpp : 170",FALSE
"542","flam","maxLambda_a1_C_single","Invalid read of size 8","fit.cpp : 189",FALSE
"543","flam","tf_dp","Invalid read of size 8","fit.cpp : 90",FALSE
"544","flam","updatecolumn","Invalid write of size 8","fit.cpp : 138",FALSE
"545","flam","updateresidual","Invalid read of size 8","fit.cpp : 157",FALSE
"546","flam","updatevector","Invalid write of size 8","fit.cpp : 146",FALSE
"547","flexpolyline","encode","49 bytes in 1 blocks are possibly lost in loss record 25 of 1,322","flexpolyline.cpp : 149",TRUE
"548","flying","minpowspeed_cpp","Invalid read of size 8","src/minimum_power_speed.cpp : 23",FALSE
"549","flying","total_Mech_Pow_cpp","Conditional jump or move depends on uninitialised value(s)","src/total_mech_pow.cpp : 22",FALSE
"550","foreSIGHT","Pstatus_WGEN_cpp","Invalid read of size 8","src/Pstatus_WGEN_cpp.cpp : 24",FALSE
"551","foreSIGHT","latentX_calc_cpp","Invalid read of size 8","src/latentX_calc_cpp.cpp : 12",FALSE
"552","forecastSNSTS","computeMSPEcpp","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,353","computeMSPE.cpp : 44",FALSE
"553","forecastSNSTS","tvARMAcpp","42 bytes in 1 blocks are possibly lost in loss record 21 of 1,353","tvARMA.cpp : 33",FALSE
"554","forestControl","sft_calc","Invalid read of size 8","internals.cpp : 109",FALSE
"555","frailtyEM","cumsum_elp","Invalid read of size 8","sumxxt.cpp : 50",FALSE
"556","frailtyEM","rowsum_vec","Use of uninitialised value of size 8","sumxxt.cpp : 110",FALSE
"557","gear","eucdist1","Conditional jump or move depends on uninitialised value(s)","distance_functions.cpp : 123",FALSE
"558","gear","eucdist2","Invalid read of size 8","distance_functions.cpp : 143",FALSE
"559","gear","gcdist1","Invalid read of size 8","distance_functions.cpp : 24",FALSE
"560","gear","gcdist2","Invalid read of size 8","distance_functions.cpp : 80",FALSE
"561","ggiraph","collect_id","Invalid read of size 8","dsvg.cpp : 689",FALSE
"562","ggiraph","set_tracer_off","Invalid read of size 8","dsvg.cpp : 679",FALSE
"563","ggiraph","set_tracer_on","Invalid read of size 8","dsvg.cpp : 669",FALSE
"564","ggraph","circlePackLayout","Invalid read of size 8","circlePack.cpp : 382",FALSE
"565","ggraph","cut_lines","Invalid read of size 1","lineCutter.cpp : 208",FALSE
"566","ggraph","partitionTree","Invalid read of size 8","nodes.cpp : 20",FALSE
"567","ggraph","splitTreemap","Invalid read of size 8","nodes.cpp : 11",FALSE
"568","googlePolylines","rcpp_encode_polyline_byrow","Conditional jump or move depends on uninitialised value(s)","googlePolylines.cpp : 176",FALSE
"569","grainscape","habConnRcpp","73 bytes in 1 blocks are possibly lost in loss record 35 of 1,355","src/Engine.cpp : 13",FALSE
"570","gretel","dijkstra_inf","Invalid write of size 8","dijkstra.cpp : 107",FALSE
"571","gretel","dijkstra_nodes","Invalid write of size 8","dijkstra.cpp : 40",FALSE
"572","grpSLOPE","prox_sorted_L1_C","Invalid read of size 8","proxSortedL1.c : 48",FALSE
"573","gsEasy","es_raw","Invalid read of size 8","Interface.cpp : 29",FALSE
"574","gsEasy","gset_raw","Invalid read of size 8","Interface.cpp : 29",FALSE
"575","gtfs2gps","rcpp_distance_haversine","Invalid read of size 8","distance_calcs.cpp : 45",FALSE
"576","hans","haversine","Invalid read of size 8","haversine.cpp : 29",FALSE
"577","hermiter","hermite_normalization","59 bytes in 1 blocks are definitely lost in loss record 31 of 1,265","hermite_utils.cpp : 53",TRUE
"578","hetGP","Wijs_gauss_cpp","Invalid read of size 8","src/EMSE.cpp : 64",FALSE
"579","hetGP","Wijs_mat32_cpp","Invalid read of size 8","src/EMSE.cpp : 527",FALSE
"580","hetGP","add_diag","Invalid read of size 8","src/fast_diag.cpp : 38",FALSE
"581","hetGP","c1_mat32_cpp","44 bytes in 1 blocks are possibly lost in loss record 22 of 1,350","src/EMSE.cpp : 659",FALSE
"582","hetGP","c1_mat52_cpp","44 bytes in 1 blocks are possibly lost in loss record 22 of 1,353","src/EMSE.cpp : 465",FALSE
"583","hetGP","d_matern3_2_2args_kthetag","Invalid read of size 8","src/Matern_utils.cpp : 546",FALSE
"584","hetGP","d_matern5_2_2args_kthetag","Invalid read of size 8","src/Matern_utils.cpp : 244",FALSE
"585","hetGP","d_matern5_2_2args_theta_k_iso","Invalid read of size 8","src/Matern_utils.cpp : 215",FALSE
"586","hetGP","fast_trace","Invalid read of size 8","src/fast_trace.cpp : 26",FALSE
"587","hetGP","matern3_2_2args","Invalid read of size 8","src/Matern_utils.cpp : 474",FALSE
"588","hetGP","matern5_2_2args","Conditional jump or move depends on uninitialised value(s)","src/Matern_utils.cpp : 192",FALSE
"589","hetGP","partial_d_dist_abs_dX1_i1_i2_X2","Invalid read of size 8","src/Matern_utils.cpp : 290",FALSE
"590","hetGP","partial_d_dist_abs_dX_i1_i2","Invalid read of size 8","src/Matern_utils.cpp : 268",FALSE
"591","hetGP","partial_d_dist_dX1_i1_i2_X2","Invalid read of size 8","src/distcpp.cpp : 183",FALSE
"592","hetGP","partial_d_dist_dX_i1_i2","Invalid read of size 8","src/distcpp.cpp : 172",FALSE
"593","hetGP","trace_sym","Invalid read of size 8","src/fast_trace.cpp : 41",FALSE
"594","hierarchicalSets","pairSummary","Invalid read of size 4","src/setClustering.cpp : 31",FALSE
"595","hierarchicalSets","setClustering","Invalid read of size 4","src/setClustering.cpp : 37",FALSE
"596","highfrequency","heavy_likelihoodR_","1,040 bytes in 1 blocks are definitely lost in loss record 380 of 1,710","RcppExports.cpp : 0",FALSE
"597","highfrequency","heavy_parameter_transformR_","Invalid write of size 8","src/heavy_model.cpp : 12",FALSE
"598","highfrequency","kernelEstimator","Invalid read of size 8","src/realized_measures.cpp : 106",FALSE
"599","highfrequency","nsmaller","Invalid read of size 4","src/realized_measures.cpp : 7",FALSE
"600","highfrequency","pcovcc","Invalid read of size 8","src/realized_measures.cpp : 136",FALSE
"601","humaniformat","get_","Invalid read of size 8","human_getset.cpp : 5",FALSE
"602","humaniformat","parse_names","58 bytes in 1 blocks are possibly lost in loss record 31 of 1,414","human_parse.cpp : 62",TRUE
"603","humanleague","integerise","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,351","rcpp_api.cpp : 382",FALSE
"604","humanleague","prob2IntFreq","54 bytes in 1 blocks are possibly lost in loss record 26 of 1,352","rcpp_api.cpp : 427",FALSE
"605","hutilscpp","EmptiestQuarter","Conditional jump or move depends on uninitialised value(s)","haversineDistance.cpp : 217",FALSE
"606","hutilscpp","hausdorffEuclid","Conditional jump or move depends on uninitialised value(s)","haversineDistance.cpp : 66",FALSE
"607","hutilscpp","theEmptiestQuarters","Invalid read of size 8","haversineDistance.cpp : 216",FALSE
"608","iCellR","jaccard_coeff","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,352","src/jaccard_coeff.cpp : 24",FALSE
"609","iRF","nodeVars","Conditional jump or move depends on uninitialised value(s)","processNodes.cpp : 23",FALSE
"610","ibmcraftr","stateT","67 bytes in 1 blocks are possibly lost in loss record 32 of 1,324","stRCPP.cpp : 39",FALSE
"611","ibs","bsplineCpp","Invalid read of size 8","bsp.cpp : 9",FALSE
"612","ibs","ibsCpp","Invalid read of size 8","bsp.cpp : 55",FALSE
"613","icRSF","bsplitC","Conditional jump or move depends on uninitialised value(s)","loglikhood2.cpp : 304",FALSE
"614","icRSF","loglikC","Conditional jump or move depends on uninitialised value(s)","loglikhood2.cpp : 11",FALSE
"615","icRSF","splitpt","Conditional jump or move depends on uninitialised value(s)","loglikhood2.cpp : 304",FALSE
"616","icensmis","gradlikA","Invalid read of size 8","loglikA.cpp : 78",FALSE
"617","icensmis","gradlikB","Conditional jump or move depends on uninitialised value(s)","loglikB.cpp : 77",FALSE
"618","icensmis","gradlikTA","Conditional jump or move depends on uninitialised value(s)","loglikA.cpp : 137",FALSE
"619","icensmis","gradlikTB","Invalid read of size 8","loglikB.cpp : 141",FALSE
"620","icensmis","loglikA","Conditional jump or move depends on uninitialised value(s)","loglikA.cpp : 56",FALSE
"621","icensmis","loglikA0","Conditional jump or move depends on uninitialised value(s)","loglikA.cpp : 18",FALSE
"622","icensmis","loglikB","Conditional jump or move depends on uninitialised value(s)","loglikB.cpp : 60",FALSE
"623","icensmis","loglikC","Conditional jump or move depends on uninitialised value(s)","loglikC.cpp : 60",FALSE
"624","icensmis","loglikTA","Invalid read of size 8","loglikA.cpp : 108",FALSE
"625","icensmis","loglikTB","Invalid read of size 8","loglikB.cpp : 113",FALSE
"626","icosa","Aggregate_","42 bytes in 1 blocks are possibly lost in loss record 21 of 1,323","RccpSource_.cpp : 39",FALSE
"627","icosa","AllNeighboursTri_","53 bytes in 1 blocks are possibly lost in loss record 26 of 1,326","RccpSource_.cpp : 525",FALSE
"628","icosa","AllShapeTri_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","RccpSource_.cpp : 2949",FALSE
"629","icosa","CreateHexaSubfaces_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,323","RccpSource_.cpp : 2479",FALSE
"630","icosa","EdgesFromPoints_","Invalid read of size 8","RccpSource_.cpp : 1021",FALSE
"631","icosa","EdgesToFaces_","Invalid read of size 4","RccpSource_.cpp : 1177",FALSE
"632","icosa","ExpandEdgesByFacesTri_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,264","RccpSource_.cpp : 3024",FALSE
"633","icosa","HexaFaces_","42 bytes in 1 blocks are possibly lost in loss record 21 of 1,322","RccpSource_.cpp : 2569",FALSE
"634","icosa","InverseWeightByFaceCenter_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,325","RccpSource_.cpp : 2728",FALSE
"635","icosa","NeighbourOfOneFace_","61 bytes in 1 blocks are possibly lost in loss record 31 of 1,321","RccpSource_.cpp : 423",FALSE
"636","icosa","OccupiedCellUpSampling_","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,324","RccpSource_.cpp : 2806",FALSE
"637","icosa","RetrieveIndexMat_","53 bytes in 1 blocks are possibly lost in loss record 26 of 1,324","RccpSource_.cpp : 2654",FALSE
"638","icosa","allTriangleCenters_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,324","RccpSource_.cpp : 2437",FALSE
"639","icosa","centroidPoints_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,265","RccpSource_.cpp : 3211",FALSE
"640","icosa","edgeMatTri_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,323","plottingMatrices.cpp : 17",FALSE
"641","icosa","spherTriSurfs","Conditional jump or move depends on uninitialised value(s)","RccpSource_.cpp : 237",FALSE
"642","icosa","triMatTri_","63 bytes in 1 blocks are possibly lost in loss record 32 of 1,323","plottingMatrices.cpp : 40",FALSE
"643","icosa","xxxxyyyyzzzz_","Invalid read of size 8","Rccp_coordinateFlattening.cpp : 35",FALSE
"644","icosa","xyz1xyz1xyz1xyz1_","Invalid read of size 8","Rccp_coordinateFlattening.cpp : 84",FALSE
"645","idefix","det_cpp","65 bytes in 1 blocks are possibly lost in loss record 34 of 1,321","det_cpp.cpp : 10",FALSE
"646","imager","HSItoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 76",TRUE
"647","imager","HSLtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 38",TRUE
"648","imager","HSVtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 56",TRUE
"649","imager","LabtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 139",TRUE
"650","imager","LabtoXYZ","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 157",TRUE
"651","imager","LabtosRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","colourspace.cpp : 175",TRUE
"652","imager","RGBtoHSI","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 67",TRUE
"653","imager","RGBtoHSL","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 10",TRUE
"654","imager","RGBtoHSV","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 47",TRUE
"655","imager","RGBtoLab","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 148",TRUE
"656","imager","RGBtoXYZ","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","colourspace.cpp : 19",TRUE
"657","imager","RGBtoYCbCr","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 103",TRUE
"658","imager","RGBtoYUV","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 121",TRUE
"659","imager","RGBtosRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 85",TRUE
"660","imager","XYZtoLab","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","colourspace.cpp : 166",TRUE
"661","imager","XYZtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 28",TRUE
"662","imager","YCbCrtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 112",TRUE
"663","imager","YUVtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 130",TRUE
"664","imager","checkcoords","Conditional jump or move depends on uninitialised value(s)","utils.cpp : 305",FALSE
"665","imager","dilate_rect","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","morphology.cpp : 204",TRUE
"666","imager","dilate_square","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","morphology.cpp : 232",TRUE
"667","imager","erode_rect","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","morphology.cpp : 114",TRUE
"668","imager","erode_square","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","morphology.cpp : 144",TRUE
"669","imager","extract_fast","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,325","utils.cpp : 124",FALSE
"670","imager","extract_patches","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,325","utils.cpp : 179",TRUE
"671","imager","extract_patches3D","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,326","utils.cpp : 219",TRUE
"672","imager","getCc","94 bytes in 1 blocks are possibly lost in loss record 43 of 1,324","coordinates.cpp : 34",FALSE
"673","imager","getXc","94 bytes in 1 blocks are possibly lost in loss record 43 of 1,324","coordinates.cpp : 10",FALSE
"674","imager","getYc","94 bytes in 1 blocks are possibly lost in loss record 43 of 1,324","coordinates.cpp : 18",FALSE
"675","imager","getZc","94 bytes in 1 blocks are possibly lost in loss record 43 of 1,324","coordinates.cpp : 26",FALSE
"676","imager","hough_line_grad","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","hough.cpp : 37",FALSE
"677","imager","imlap","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","filtering.cpp : 150",TRUE
"678","imager","imshift","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","transformations.cpp : 194",TRUE
"679","imager","mclosing_square","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","morphology.cpp : 378",TRUE
"680","imager","mopening_square","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","morphology.cpp : 364",TRUE
"681","imager","periodic_part","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","filtering.cpp : 469",FALSE
"682","imager","resize_doubleXY","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","transformations.cpp : 123",TRUE
"683","imager","resize_halfXY","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,321","transformations.cpp : 141",TRUE
"684","imager","resize_tripleXY","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","transformations.cpp : 160",TRUE
"685","imager","sRGBtoLab","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 184",TRUE
"686","imager","sRGBtoRGB","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","colourspace.cpp : 94",TRUE
"687","imager","select","65 bytes in 1 blocks are possibly lost in loss record 32 of 1,322","display.cpp : 114",FALSE
"688","imagerExtra","DCTdenoising","50 bytes in 1 blocks are possibly lost in loss record 25 of 1,351","src/DCT_denoising.cpp : 637",FALSE
"689","immer","immer_add_elements","Invalid read of size 8","src/immer_rcpp_latent_regression.cpp : 111",FALSE
"690","immer","immer_ccml_calc_item_intercepts","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 109",FALSE
"691","immer","immer_ccml_gradient","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 140",FALSE
"692","immer","immer_ccml_gradient_par","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 109",FALSE
"693","immer","immer_ccml_opt_function","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 140",FALSE
"694","immer","immer_ccml_opt_function_par","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 109",FALSE
"695","immer","immer_ccml_probs","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 140",FALSE
"696","immer","immer_ccml_probs_from_par","Invalid read of size 8","src/immer_rcpp_ccml.cpp : 169",FALSE
"697","immunarch","fill_reads","Invalid read of size 8","fill_functions.cpp : 30",FALSE
"698","immunarch","fill_vec","Invalid write of size 8","fill_functions.cpp : 20",FALSE
"699","imp4p","fast_sim","Conditional jump or move depends on uninitialised value(s)","fast_sim.cpp : 41",FALSE
"700","intcensROC","falsePos","Invalid read of size 8","jointDis.h : 45",FALSE
"701","intcensROC","sieve","24 bytes in 1 blocks are definitely lost in loss record 19 of 1,334","sieve.cpp : 57",FALSE
"702","interp","triFind","Invalid read of size 8","shullDeltri.cpp : 385",FALSE
"703","ipft","ipfEuclidean","Conditional jump or move depends on uninitialised value(s)","src/ipf.cpp : 54",FALSE
"704","ipft","ipfManhattan","Invalid read of size 8","src/ipf.cpp : 64",FALSE
"705","ipft","ipfPLGD","Conditional jump or move depends on uninitialised value(s)","src/ipf.cpp : 34",FALSE
"706","irt","integrate","Invalid read of size 8","ability_estimation.cpp : 21",FALSE
"707","ivsacim","ivsacim_est","Conditional jump or move depends on uninitialised value(s)","ivsacim_est.cpp : 55",TRUE
"708","ivtools","B_est1","Invalid read of size 8","ivtools.cpp : 69",FALSE
"709","jaccard","jaccard_mca_rcpp","Invalid read of size 8","src/jaccard_mca_rcpp.cpp : 68",FALSE
"710","jaccard","jaccard_mca_rcpp_known_p","Invalid read of size 8","src/jaccard_mca_rcpp.cpp : 68",FALSE
"711","jiebaR","cpp_ham_dist","21 bytes in 1 blocks are definitely lost in loss record 18 of 1,332","util.cpp : 30",FALSE
"712","jiebaR","cpp_ham_dist_mat","31 bytes in 1 blocks are possibly lost in loss record 19 of 1,330","util.cpp : 48",FALSE
"713","jmotif","find_discords_brute_force","Invalid read of size 1","visit_registry.cpp : 54",TRUE
"714","jmotif","find_discords_hotsax","Invalid read of size 8","hot-sax.cpp : 163",TRUE
"715","jmotif","find_discords_rra","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,356","rra.cpp : 326",TRUE
"716","jmotif","idx_to_letter","Invalid read of size 1","string.cpp : 17",TRUE
"717","jmotif","is_equal_mindist","61 bytes in 1 blocks are possibly lost in loss record 32 of 1,357","string.cpp : 77",TRUE
"718","jmotif","is_equal_str","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,359","string.cpp : 60",TRUE
"719","jmotif","manyseries_to_wordbag","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,353","sax-vsm.cpp : 86",TRUE
"720","jmotif","paa","73 bytes in 1 blocks are possibly lost in loss record 35 of 1,351","paa.cpp : 98",TRUE
"721","jmotif","sax_by_chunking","73 bytes in 1 blocks are possibly lost in loss record 35 of 1,353","paa.cpp : 98",TRUE
"722","jmotif","sax_via_window","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,355","string.cpp : 61",TRUE
"723","jmotif","series_to_wordbag","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,354","sax-vsm.cpp : 29",TRUE
"724","jmotif","str_to_repair_grammar","62 bytes in 1 blocks are possibly lost in loss record 32 of 1,355","repair.cpp : 521",TRUE
"725","krige","k_chol2inv","Conditional jump or move depends on uninitialised value(s)","kmat_functions.cpp : 33",FALSE
"726","krige","k_inv","Conditional jump or move depends on uninitialised value(s)","kmat_functions.cpp : 86",FALSE
"727","ksNN","rcpp_ksNN","Invalid read of size 8","rcpp_ksNN.cpp : 53",TRUE
"728","landscapeR","assignValues_cpp","Invalid write of size 8","hidden.cpp : 46",FALSE
"729","lclGWAS","betaEst","56 bytes in 1 blocks are definitely lost in loss record 31 of 1,329","betaEst.cpp : 39",FALSE
"730","lclGWAS","varEst","28 bytes in 1 blocks are definitely lost in loss record 19 of 1,329","varEst.cpp : 41",FALSE
"731","lcopula","marginCombo","Invalid read of size 8","generic.cpp : 24",FALSE
"732","ldsr","KGE","Conditional jump or move depends on uninitialised value(s)","utils.cpp : 77",TRUE
"733","ldsr","RE","Invalid read of size 8","utils.cpp : 94",TRUE
"734","ldsr","corr","Invalid read of size 8","utils.cpp : 56",FALSE
"735","ldsr","nRMSE","Conditional jump or move depends on uninitialised value(s)","utils.cpp : 37",TRUE
"736","libstableR","stable_fit_init","88 bytes in 1 blocks are definitely lost in loss record 40 of 1,317","stable_fit.c : 166",TRUE
"737","lifecontingencies","mult2sum","Invalid read of size 8","lifecontingenciesRcpp.cpp : 27",FALSE
"738","lifecontingencies","mult3sum","Invalid read of size 8","lifecontingenciesRcpp.cpp : 14",FALSE
"739","linearQ","mStat","Use of uninitialised value of size 8","mstat.cpp : 100",FALSE
"740","lpirfs","hp_filter","136 bytes in 1 blocks are possibly lost in loss record 51 of 1,320","hp_filter.cpp : 56",FALSE
"741","lpirfs","newey_west","68 bytes in 1 blocks are definitely lost in loss record 34 of 1,326","newey_west.cpp : 37",FALSE
"742","lpirfs","newey_west_pw","67 bytes in 1 blocks are definitely lost in loss record 34 of 1,327","newey_west_pw.cpp : 76",FALSE
"743","lpirfs","newey_west_tsls","92 bytes in 1 blocks are possibly lost in loss record 45 of 1,325","newey_west_tsls.cpp : 38",FALSE
"744","lpirfs","ols_diagnost","68 bytes in 1 blocks are definitely lost in loss record 34 of 1,323","ols_diagnost.cpp : 60",FALSE
"745","lpirfs","var_one","79 bytes in 1 blocks are possibly lost in loss record 37 of 1,323","var_one.cpp : 36",FALSE
"746","lsbclust","LossMat","Invalid read of size 8","src/LossMat.cpp : 25",FALSE
"747","lutz","timezone_lookup_coords_rcpp","Conditional jump or move depends on uninitialised value(s)","tz.cpp : 23",FALSE
"748","metacart","compute_re_Q_","Invalid read of size 8","src/compute_re_Q_.cpp : 39",FALSE
"749","metacart","compute_tau_","Invalid read of size 8","src/Compute_tau_.cpp : 54",FALSE
"750","metadynminer3d","fe3d","Invalid read of size 8","src/mm.cpp : 1085",FALSE
"751","metadynminer3d","fe3dp1","Invalid read of size 8","src/mm.cpp : 1103",FALSE
"752","metadynminer3d","fe3dp123","Invalid read of size 8","src/mm.cpp : 1229",FALSE
"753","metadynminer3d","hills3d1","Argument 'size' of function __builtin_vec_new has a fishy (possibly negative) value: -1
","src/mm.cpp : 10",FALSE
"754","metadynminer3d","hills3d1p1","Argument 'size' of function __builtin_vec_new has a fishy (possibly negative) value: -1
","src/mm.cpp : 95",FALSE
"755","metadynminer3d","hills3d1p12","Argument 'size' of function __builtin_vec_new has a fishy (possibly negative) value: -1
","src/mm.cpp : 350",FALSE
